locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
616,"City Monitoring Station, Yancheng",,33.390623,120.164423,76,29,24,2,4,3,,,0,,,20141101020000
617,Suqian,宿迁市,33.960666,118.281004,160,87,24,7,5,7,11,10,0,91,6,20141101020000
618,"Suqian College , Suqian",,33.951472,118.298523,112,60,5,14,4,10,19,13,0,69,2,20141101020000
619,"Suqian Middle School , Suqian",,33.95784,118.249505,102,67,5,21,6,9,19,13,0,69,2,20141101020000
620,"Suyu District Environmental Protection Agency , Suqian",,33.94932,118.326569,114,56,3,13,3,6,18,13,0,75,2,20141101020000
621,"City Monitoring Station, Suqian",,33.956982,118.277022,153,62,4,20,6,10,19,13,0,69,2,20141101020000
622,Taizhou,,28.653436,121.425185,78,31,8,9,2,8,22,18,0,78,2,20141101020000
623,Donghu Liyuan,,30.572324,114.377844,188,75,19,15,9,12,19,14,1020,73,3,20141101020000
624,Yuehu Lake,,30.554662,114.256937,178,74,16,25,6,10,19,14,1020,73,3,20141101020000
625,Hankou Huaqiao ,,30.61724,114.287652,185,75,13,22,10,14,19,14,1020,73,3,20141101020000
626,Wuchang Ziyang ,,30.530801,114.309438,184,104,14,24,14,11,19,14,1020,73,3,20141101020000
627,Qingshan Ganghua,,30.622435,114.375599,201,83,15,25,18,12,19,14,1020,73,3,20141101020000
628,Dunkou Xinou,,30.480091,114.162176,175,80,16,17,13,13,19,14,1020,73,3,20141101020000
629,Donghu Gaoxin,,30.48095,114.40724,191,80,20,26,16,14,19,14,1020,73,3,20141101020000
630,Wujianshan,,30.63114,114.135907,190,71,11,16,6,15,19,14,1020,73,3,20141101020000
631,Yuanshun Road,,30.297142,113.858587,190,75,15,8,15,10,19,14,1020,73,3,20141101020000
632,Wuhan,,30.590689,114.310838,168,82,12,12,8,13,19,14,1020,73,3,20141101020000
1190,"Silingsan Factory, Yichang",,30.713288,111.306585,134,69,3,16,12,7,15,15,1021,97,1,20141101020000
633,Yichang,,30.689528,111.292131,154,73,7,19,16,12,15,15,1021,97,1,20141101020000
633,Yichang,,30.689528,111.292131,154,73,7,19,16,12,15,15,1021,97,1,20141101020000
1191,"City Library , Jingzhou",,30.31494,112.260844,163,90,16,17,36,11,15,13,1020,89,0,20141101020000
1192,"City committee communist party school, Jingzhou",,30.35054,112.20743,173,98,15,13,21,12,15,13,1020,89,0,20141101020000
1193,"kerong EPA, Jingzhou",,30.302965,112.29443,174,92,17,12,26,16,15,13,1020,89,0,20141101020000
634,Jingzhou,,30.332608,112.245451,174,98,17,17,36,16,15,13,1020,89,0,20141101020000
634,Jingzhou,,30.332608,112.245451,174,98,17,17,36,16,15,13,1020,89,0,20141101020000
635,Huangshi,,30.19723,115.043908,206,148,4,18,19,30,18,,1021,100,2,20141101020000
635,Huangshi,,30.19723,115.043908,206,148,4,18,19,30,18,,1021,100,2,20141101020000
1194,"Chenjiaying, Huangshi",,30.232823,115.067923,215,155,4,14,10,27,18,,1021,100,2,20141101020000
1195,"Chenjiawan , Huangshi",,30.200422,115.082138,224,159,3,21,36,33,18,,1021,100,2,20141101030000
1196,"Xinxialu, Huangshi",,30.17332,114.954357,190,126,3,24,25,31,18,,1021,100,2,20141101030000
1197,"Tie montian, Huangshi",,30.203885,114.906439,225,256,4,23,9,23,18,,1021,100,2,20141101030000
1198,"BDA, Huangshi",,30.207491,115.031739,193,150,5,9,18,34,18,,1021,100,2,20141101030000
636,Shiyan,,32.627208,110.803311,85,52,9,16,7,1,13,,,97,1,20141101030000
636,Shiyan,,32.627208,110.803311,85,52,9,16,7,1,13,,,97,1,20141101030000
1199,"Wudang Mountain , Shiyan",,32.392921,111.047655,50,15,26,3,3,5,11,,,99,1,20141101030000
1200,"Riverside Village , Shiyan",,32.647286,110.785335,91,53,9,19,8,1,13,,,97,1,20141101030000
1201,"Liujiagou , Shiyan",,32.636732,110.731129,76,50,9,13,7,1,13,,,97,1,20141101030000
637,Xiangyang,,32.007029,112.128496,167,84,2,12,13,11,13,,1021,93,1,20141101030000
638,Ezhou,,30.389244,114.899884,216,122,13,15,9,18,17,,1028,100,4,20141101030000
638,Ezhou,,30.389244,114.899884,216,122,13,15,9,18,17,,1028,100,4,20141101030000
1203,"City government, Ezhou",,30.391836,114.892822,208,113,12,15,12,16,17,,1028,100,4,20141101030000
1204,"Zhaojiaba, Ezhou",,30.368966,114.90365,223,132,9,14,7,21,17,,1028,100,4,20141101030000
1205,"Fankou BDA, Ezhou",,30.410759,114.818225,215,131,17,9,10,15,16,,1028,100,4,20141101030000
639,Jingmen,,31.033208,112.205093,194,101,12,20,26,8,16,,1015,93,3,20141101030000
639,Jingmen,,31.033208,112.205093,194,101,12,20,26,8,16,,1015,93,3,20141101030000
640,Xiaogan,,30.922089,113.922387,192,121,24,6,10,15,18,,1020,77,4,20141101030000
640,Xiaogan,,30.922089,113.922387,192,121,24,6,10,15,18,,1020,77,4,20141101030000
1206,"wenhua street, Shenyang , Xiaogan",,30.925856,113.92104,194,125,23,10,1,18,18,,1020,77,4,20141101030000
1207,"Dongcheng District , Huludao , Xiaogan",,30.917963,113.943904,190,117,24,1,20,12,18,,1020,77,4,20141101030000
641,Huanggang,,30.45124,114.877378,203,125,17,16,8,22,19,,1029,95,4,20141101030000
641,Huanggang,,30.45124,114.877378,203,125,17,16,8,22,19,,1029,95,4,20141101030000
1208,"Dazhou Island, Huanggang",,30.446205,114.900323,206,136,16,21,7,20,19,,1028,100,3,20141101030000
1209,"Workers Center , Huanggang",,30.469244,114.912504,200,113,19,10,9,23,19,,1028,100,3,20141101030000
642,Xianning,,29.838978,114.327898,180,103,5,12,8,34,16,,993,100,1,20141101030000
642,Xianning,,29.838978,114.327898,180,103,5,12,8,34,16,,993,100,1,20141101030000
1210,"Municipal Development and Reform Commission , Xianning",,29.818645,114.328461,183,102,3,16,12,35,14,,992,98,1,20141101030000
1211,"Xianan District Governement, Xianning",,29.51107,114.181864,185,104,5,16,13,38,16,,1002,100,2,20141101030000
1212,"Yangtze River Industrial Park , Xianning",,29.883098,114.32909,179,105,7,9,1,34,16,,993,100,1,20141101030000
1213,"Qianshan Park, Xianning",,29.815351,114.328689,175,101,5,13,11,28,16,,993,100,1,20141101030000
643,Suizhou,,31.688342,113.388675,183,106,5,9,20,22,18,,1016,81,3,20141101030000
643,Suizhou,,31.688342,113.388675,183,106,5,9,20,22,18,,1016,81,3,20141101030000
1338,"City committee communist party school, Suizhou",,31.725316,113.3648,190,111,3,8,19,15,18,,1016,81,3,20141101030000
1339,"Forestry Bureau, Suizhou",,31.690065,113.383157,172,97,9,5,20,16,18,,1016,81,3,20141101030000
645,Xiantao,,30.360228,113.460616,180,113,6,14,28,14,15,,1028,97,5,20141101030000
645,Xiantao,,30.360228,113.460616,180,113,6,14,28,14,15,,1028,97,5,20141101030000
1214,"Xiangcheng Yundong Street, Xiangfan",,32.017716,112.16102,169,77,1,20,14,8,13,,1021,93,1,20141101030000
1359,"Fancheng Xinhua Road , Xiangfan",,32.0544,112.145224,164,90,2,3,13,13,13,,1021,93,1,20141101030000
655,"City Environmental Monitoring Station, Baotou",,40.657201,109.886738,139,74,15,34,54,8,,,0,,,20141101030000
656,"Donghe EPB, Baotou",,40.586213,110.002224,91,64,10,31,26,11,,,0,,,20141101030000
657,"Baotou shopping mall, Baotou",,40.508334,109.819085,95,67,16,32,61,18,,,0,,,20141101030000
658,"Huilong logistics, Baotou",,40.633436,109.879821,132,59,16,29,26,10,,,0,,,20141101030000
659,Baotou,,40.658597,109.846051,139,74,17,34,61,18,,,0,,,20141101030000
660,"Huatai Automobile Mall, Eerduosi",,39.837048,109.972209,57,63,35,6,4,4,1,-11,1028,26,5,20141101030000
661,"Olympus Garden, Eerduosi",,39.789171,109.987742,68,63,34,10,28,5,1,-11,1028,26,5,20141101030000
662,Eerduosi,,39.609284,109.78704,68,63,35,11,28,7,1,-11,1028,26,5,20141101030000
663,"Tianyi Road, Chifeng",,42.275552,118.88507,46,23,19,8,1,8,5,-3,1020,45,3,20141101030000
664,"Songshan No.1 Middle School, Chifeng",,42.329307,118.793045,134,73,40,10,35,5,5,-3,1020,45,3,20141101030000
665,"Hada Street, Chifeng",,42.280714,118.988235,85,61,10,12,10,7,5,-3,1020,45,3,20141101030000
666,"Songshan Road, Chifeng",,42.171487,118.89501,117,87,35,3,8,8,5,-3,1020,45,3,20141101030000
667,Chifeng,,42.259752,118.893027,134,87,40,12,35,8,5,-3,1020,45,3,20141101030000
674,Fuzhou,,26.071406,119.301294,63,54,6,17,1,6,27,20,1014,65,3,20141101030000
675,"Xidong, Xiamen",,24.815345,118.161848,104,51,50,8,6,5,27,21,1014,70,3,20141101030000
676,"Hongwen, Xiamen",,24.473969,118.156281,80,56,40,14,10,6,27,21,1014,70,3,20141101030000
677,"Gulangyu, Xiamen",,24.443168,118.068571,153,69,42,24,17,7,27,21,1014,70,3,20141101030000
678,"Huli, Xiamen",,24.51235,118.099146,144,72,46,14,9,6,27,21,1014,70,3,20141101030000
679,Xiamen,,24.477187,118.094402,144,72,46,14,9,6,-,-,0,-,-,20141101030000
680,"Qingyuan Montain, Quanzhou",,24.939503,118.598337,42,27,31,5,4,4,27,21,1014,70,3,20141101030000
681,"Tushan Street, Quanzhou",,24.90867,118.586397,76,40,89,9,4,6,27,21,1014,70,3,20141101030000
682,"Wanan, Quanzhou",,24.304154,118.070903,72,44,14,10,3,6,26,21,1015,74,3,20141101030000
683,Quanzhou,,24.87179,118.68001,76,40,89,9,7,6,27,21,1014,70,3,20141101030000
687,"Jiancaoping, Taiyuan",,37.887889,112.528383,55,35,10,8,15,8,9,-1,1025,50,4,20141101030000
688,"Jianhe, Taiyuan",,37.910779,112.579258,42,27,5,7,14,17,9,-1,1025,50,4,20141101030000
689,"Shanglan, Taiyuan",,38.011589,112.440679,13,25,11,5,8,10,9,-1,1025,50,4,20141101030000
690,"Jinyuan, Taiyuan",,37.713164,112.475552,97,54,2,15,31,13,9,-1,1025,50,4,20141101030000
691,"Xiaodian, Taiyuan",,37.782137,112.483533,53,29,11,11,17,12,10,-6,1025,32,6,20141101030000
692,"Taoyuan, Taiyuan",,37.869752,112.543332,38,20,7,11,29,14,9,-1,1025,50,4,20141101030000
693,"Wucheng, Taiyuan",,37.819998,112.576252,95,40,7,9,40,19,9,-1,1025,50,4,20141101030000
694,"Nanzhai, Taiyuan",,37.985902,112.555312,124,59,3,12,16,20,9,-1,1025,50,4,20141101030000
695,"Jinsheng, Taiyuan",,37.781205,112.494494,70,38,13,8,23,10,9,-1,1025,50,4,20141101030000
696,Taiyuan,,37.871115,112.555178,38,20,7,11,29,14,-,-,0,-,-,20141101030000
697,"Monitoring station, Changzhi",,36.194062,113.10389,99,41,11,18,16,18,,,0,,,20141101030000
698,"Auditing bureau, Changzhi",,36.212787,113.095221,132,49,13,17,17,13,,,0,,,20141101030000
699,"Qinghua station, Changzhi",,36.154328,113.116385,107,50,10,21,13,21,,,0,,,20141101030000
700,"No.8 middle school, Changzhi",,36.185451,113.099481,97,51,7,19,22,10,,,0,,,20141101030000
701,Changzhi,,36.195553,113.12292,107,51,10,21,22,21,,,0,,,20141101030000
702,"Yungang Hotel, Datong",,40.076997,113.278079,61,30,24,6,12,12,3,-2,1026,63,2,20141101030000
703,"college of education, Datong",,40.085608,113.27808,78,34,12,8,35,8,3,-2,1026,63,2,20141101030000
704,Datong,,40.078016,113.307143,61,41,24,15,35,12,3,-2,1026,63,2,20141101030000
705,"Technical Schools, Linfen",,36.07131,111.509046,34,12,12,7,13,19,6,-11,0,25,8,20141101030000
706,"Municipal party committee, Linfen",,36.087425,111.508771,38,17,18,8,4,11,6,-11,0,25,8,20141101030000
1073,"City Monitoring Station, Linfen",,36.097676,111.518739,74,25,16,12,12,8,6,-11,0,25,8,20141101030000
707,"South Airport, Linfen",,36.041614,111.497968,34,24,26,10,10,4,6,-11,0,25,8,20141101030000
708,Linfen,,36.087944,111.525098,74,25,26,12,13,20,6,-11,0,25,8,20141101030000
709,"City center, Yangquan",,37.848012,113.578636,80,71,29,10,58,11,8,2,1024,66,3,20141101030000
710,Yangquan,,37.857475,113.586921,97,76,30,18,78,16,9,-3,1024,43,4,20141101030000
711,"Water Company, Jincheng",,35.504787,112.857245,87,51,8,16,73,6,11,4,1023,56,2,20141101030000
712,"Baiyun shopping mall, Jincheng",,35.492858,112.841566,91,50,9,9,17,22,11,4,1023,56,2,20141101030000
713,"City EPA, Jincheng",,35.488422,112.858528,99,51,8,6,27,9,11,4,1023,56,2,20141101030000
714,"Institute of Technology, Jincheng",,35.484844,112.878073,85,59,8,7,6,10,11,4,1023,56,2,20141101030000
715,"No.1 middle school, Jincheng",,35.478725,112.838636,63,21,9,5,20,5,11,4,1023,56,2,20141101030000
716,Jincheng,,35.490287,112.85794,99,51,8,16,27,10,11,4,1023,56,2,20141101030000
718,"District Government, Shuozhou",,39.320857,112.430641,50,26,11,14,39,5,7,-7,1025,22,4,20141101030000
719,"City EPA, Shuozhou",,39.331495,112.407997,46,20,25,21,34,7,7,-7,1025,22,4,20141101030000
720,"No.2 middle school, Shuozhou",,39.377963,112.432877,46,29,25,7,2,5,7,-7,1025,22,4,20141101030000
721,Shuozhou,,39.332756,112.439672,50,29,25,21,36,9,7,-7,1025,22,4,20141101030000
722,"Jinlun compound, Jinzhong",,37.697891,112.771017,157,69,5,13,65,16,9,-3,1024,43,4,20141101030000
723,"Hydraulic Component Factory, Jinzhong",,37.688355,112.725844,156,73,4,1,26,18,9,-3,1024,43,4,20141101030000
724,"Nandu compound, Jinzhong",,37.713148,112.732036,149,71,3,5,13,15,9,-3,1024,43,4,20141101030000
725,"Yuci district government, Jinzhong",,37.698228,112.714167,149,62,3,5,18,17,9,-3,1024,43,4,20141101030000
726,Jinzhong,,37.687705,112.759187,157,73,4,16,65,14,9,-3,1024,43,4,20141101030000
727,"Yuncheng Middle School, Yuncheng",,35.012345,111.003215,82,58,13,11,10,11,12,5,1026,55,2,20141101030000
728,"Yudou BDA, Yuncheng",,35.05065,111.029571,78,56,12,6,2,8,12,5,1026,55,2,20141101030000
730,"Regional Technical School, Yuncheng",,35.028727,110.974076,85,44,12,4,5,16,12,5,1026,55,2,20141101030000
731,"Airport new district, Yuncheng",,35.084515,111.05339,65,31,17,8,41,18,12,5,1026,55,2,20141101030000
732,Yuncheng,,35.025675,111.013344,85,58,17,11,41,18,-,-,0,-,-,20141101030000
733,"Jiyin, Xinzhou",,38.413292,112.742432,174,110,9,24,49,7,9,-3,1024,43,4,20141101030000
734,"BDA, Xinzhou",,38.450069,112.736723,93,40,2,3,35,9,9,-3,1024,43,4,20141101030000
735,"Convention Center, Xinzhou",,38.492043,112.709772,157,43,7,22,49,24,9,-3,1024,43,4,20141101030000
736,Xinzhou,,38.417244,112.740742,174,110,9,24,49,24,9,-3,1024,43,4,20141101030000
737,"City EPA, Luliang",,37.522189,111.144365,85,50,3,8,19,24,13,12,0,92,1,20141101030000
738,"Soybean factory, Luliang",,37.51689,111.135101,63,73,5,5,54,30,13,12,0,92,1,20141101030000
739,"Water Company, Luliang",,37.53394,111.138834,95,57,6,12,22,26,13,12,0,92,1,20141101030000
740,Luliang,,25.027007,103.668566,95,73,5,12,54,29,13,12,0,92,1,20141101030000
741,"City government, Sanmenxia",,34.776251,111.198781,59,42,5,15,9,8,12,5,1026,55,2,20141101030000
743,"BDA, Sanmenxia",,34.800434,111.204332,55,29,8,14,11,8,12,5,1026,55,2,20141101030000
744,Sanmenxia,,34.771506,111.206129,59,55,8,21,14,12,12,5,1026,55,2,20141101030000
745,"Food Factory, Changchun",,43.919094,125.329521,203,-,5,20,29,16,7,-1,1015,57,5,20141101030000
746,"Bus Factory, Changchun",,43.912337,125.293431,197,105,6,20,20,17,7,-1,1015,57,5,20141101030000
747,"Institute of Posts and Telecommunications, Changchun",,43.842368,125.285005,259,487,2,31,58,22,7,-1,1015,57,5,20141101030000
748,"Laodong Park, Changchun",,43.877293,125.371519,219,181,3,31,44,18,7,-1,1015,57,5,20141101030000
749,"Forest area, Changchun",,43.871825,125.331519,235,168,2,24,21,26,7,-1,1015,57,5,20141101030000
750,"Jinyuetan, Changchun",,43.79031,125.460561,308,158,8,22,7,26,7,-1,1015,57,5,20141101030000
751,"Shuaiwanzi, Changchun",,43.552321,125.639086,631,701,6,29,6,10,7,-1,1015,57,5,20141101030000
752,"Economic Development Zone Sanitation Department, Changchun",,43.869221,125.42365,246,144,9,24,22,19,7,-1,1015,57,5,20141101030000
753,"High-tech Zone Administrative Committee, Changchun",,43.819064,125.256375,-,-,-,-,-,-,-,-,0,-,-,20141101030000
754,"Daishan Park, Changchun",,43.852365,125.223399,259,153,6,16,8,15,7,-1,1015,57,5,20141101030000
755,Changchun,,43.819415,125.329977,259,181,2,31,58,22,-,-,0,-,-,20141101030000
756,"Hadawan, Jilin",,43.888081,126.545727,764,897,5,41,11,30,9,3,0,63,4,20141101030000
757,"Fengman, Jilin",,43.768169,126.678802,621,999,17,31,17,26,9,3,0,63,4,20141101030000
758,"Electric Power College, Jilin",,43.827403,126.502281,642,892,20,45,15,27,8,3,0,70,4,20141101030000
759,"Jiangnan Park, Jilin",,43.83531,126.556519,645,669,6,49,17,31,9,3,0,63,4,20141101030000
760,"Dongjuzi, Jilin",,43.838597,126.590068,575,723,1,40,16,26,9,3,0,63,4,20141101030000
763,Jilin,,43.840137,126.555262,797,999,23,54,17,31,9,3,0,63,4,20141101030000
764,"Lingbei, Haerbin",,45.756979,126.548008,724,759,11,50,21,38,5,-1,1012,65,6,20141101030000
765,"Songbei Commercial University, Haerbin",,45.818624,126.566963,715,665,8,47,36,12,5,-1,1012,65,6,20141101030000
766,"Acheng huining, Haerbin",,45.544286,126.985183,792,275,5,23,6,18,5,-1,1012,65,6,20141101030000
767,"Nangang College Street, Haerbin",,45.724121,126.604906,744,889,9,41,32,31,5,-1,1012,65,6,20141101030000
768,"Taiping Hongwei Park, Haerbin",,45.775332,126.695101,626,824,8,49,47,22,5,-1,1012,65,6,20141101030000
769,"Daowai Chengde Square, Haerbin",,45.768637,126.640955,640,790,4,49,50,27,5,-1,1012,65,6,20141101030000
770,"Xiangfang Hongqi Street, Haerbin",,45.733936,126.691083,670,760,7,11,22,27,5,-1,1012,65,6,20141101030000
771,"Dongli Heping Road, Haerbin",,45.727765,126.651974,687,847,8,51,41,20,5,-1,1012,65,6,20141101030000
772,"Daoli Jianguo Road, Haerbin",,45.749715,126.59891,647,831,13,62,50,28,5,-1,1012,65,6,20141101030000
773,"Pingfang Light Factory, Haerbin",,45.611951,126.620898,778,510,4,39,17,21,5,-1,1012,65,6,20141101030000
774,"Hulan Normal College, Haerbin",,45.983745,126.616553,713,149,26,62,5,15,5,-1,1012,65,6,20141101030000
775,"Provincial Academy of Agricultural Sciences, Haerbin",,45.686141,126.626517,709,823,5,43,45,16,5,-1,1012,65,6,20141101030000
776,Haerbin,,45.805757,126.541007,715,837,8,47,36,12,-,-,0,-,-,20141101030000
777,"Anju Compound, Qiqihaer",,47.365672,123.937016,80,30,17,6,5,9,0,-1,1014,92,1,20141101030000
778,"Farming Vehicule Factory, Qiqihaer",,47.326793,123.961427,93,40,19,11,2,6,0,-1,1014,92,1,20141101030000
779,"Fuqu EPA, Qiqihaer",,47.1853,123.62322,112,89,22,1,2,7,0,-1,1014,92,1,20141101030000
780,"City Center Square, Qiqihaer",,47.343096,123.96192,114,42,15,5,30,14,0,-1,1014,92,1,20141101030000
1217,"City Environmental Monitoring Station, Qiqihaer",,47.303639,123.957551,109,66,18,10,2,5,0,-1,1014,92,1,20141101030000
781,Qiqihaer,,47.356387,123.924736,114,89,22,11,30,14,0,-1,1014,92,1,20141101030000
782,"Saertu District, Daqing",,46.582368,125.152904,175,85,26,3,8,8,0,0,1014,92,2,20141101030000
783,"Datong District, Daqing",,46.036786,124.842115,160,84,22,5,7,13,0,0,1014,92,2,20141101030000
784,"Honggang District, Daqing",,46.418381,124.88973,170,83,18,12,5,9,0,0,1014,92,2,20141101030000
785,"Longfeng District, Daqing",,46.535426,125.107043,190,93,22,22,8,15,0,0,1014,92,2,20141101030000
786,"Ranghulu District, Daqing",,46.635123,124.85648,154,67,23,11,6,6,0,0,1014,92,2,20141101030000
787,Daqing,,46.591414,125.110838,190,93,26,22,8,15,0,0,1014,92,2,20141101030000
788,"Locomotive Factory, Mudanjiang",,44.610589,129.652672,228,156,28,21,25,15,2,0,1015,82,2,20141101030000
789,"No. 1 hospital, Mudanjiang",,44.567775,129.617043,220,138,28,25,6,12,2,0,1015,82,2,20141101030000
1220,"EPA building, Mudanjiang",,44.567777,129.620658,227,126,5,19,21,9,2,0,1015,82,2,20141101030000
1221,"Cultural Square, Mudanjiang",,44.586388,129.623164,212,136,2,29,26,9,2,0,1015,82,2,20141101030000
790,Mudanjiang,,44.553619,129.640246,228,156,28,29,26,15,2,0,1015,82,2,20141101030000
791,"Mingzhu Plaza, Hefei",,31.782847,117.201512,247,131,13,14,20,16,16,15,1020,94,3,20141101030000
792,"Sanli Street, Hefei",,31.874637,117.312573,248,125,1,6,3,8,16,15,1020,94,3,20141101030000
793,"Hupo Compound, Hefei",,31.868583,117.264491,267,133,9,7,16,14,16,15,1020,94,3,20141101030000
794,"Dongpu Reservoir, Hefei",,31.90319,117.165584,240,120,13,14,10,9,16,15,1020,94,3,20141101030000
795,"Changjiang middle road, Hefei",,31.855185,117.255484,243,122,10,8,17,16,16,15,1020,94,3,20141101030000
796,"Luyang District, Hefei",,31.941771,117.271504,253,124,8,2,17,13,16,15,1020,94,3,20141101030000
797,"Yaohai District, Hefei",,31.856595,117.341644,257,130,13,10,3,17,16,15,1020,94,3,20141101030000
798,"Baohe District, Hefei",,31.793644,117.307554,250,127,4,4,14,13,16,15,1020,94,3,20141101030000
799,"Lake district, Hefei",,31.736619,117.283501,242,121,22,13,13,12,16,15,1020,94,3,20141101030000
800,"High-tech zone, Hefei",,31.849755,117.129624,252,126,9,6,6,12,16,15,1020,94,3,20141101030000
801,Hefei,,31.819449,117.232753,243,122,10,8,17,16,-,-,0,-,-,20141101030000
802,"Hudong Road No.4 Elementary School, Maanshan",,31.684121,118.511017,174,98,4,19,41,21,18,16,1018,88,3,20141101030000
803,"Tianping Garment Factory, Maanshan",,31.64197,118.488043,173,91,12,17,15,18,18,16,1018,88,3,20141101030000
804,"City education base, Maanshan",,31.711216,118.648913,174,94,14,10,5,11,18,16,1018,88,3,20141101030000
805,"Cihu No.2 elementary school, Maanshan",,31.748546,118.515729,185,91,7,16,29,18,18,16,1018,88,3,20141101030000
806,"Maanshan steel factory power plant, Maanshan",,31.690864,118.48528,174,101,8,15,25,18,18,16,1018,88,3,20141101030000
807,Maanshan,,31.668461,118.511939,185,101,14,19,41,21,18,16,1018,88,3,20141101030000
808,"Science Innovation Center, Wuhu",,31.417056,118.375406,165,72,17,10,5,14,18,16,1018,88,3,20141101030000
809,"No.4 Water Plant, Wuhu",,31.315914,118.376231,156,54,17,17,3,16,18,16,1018,88,3,20141101030000
810,"Monitoring station, Wuhu",,31.348955,118.358154,134,54,8,14,8,16,18,16,1018,88,3,20141101030000
811,"Wuqierling Factory, Wuhu",,31.382068,118.407639,168,88,45,11,8,8,18,16,1018,88,3,20141101030000
812,Wuhu,,31.351007,118.438322,168,88,45,17,8,16,18,16,1018,88,3,20141101030000
813,"Jiangxi Foreign Affairs Office, Nanchang",,28.678027,115.903436,158,59,7,14,8,15,18,15,1018,79,2,20141101030000
814,"Provincial forestry company, Nanchang",,28.69065,115.898546,158,55,8,12,11,9,18,15,1018,79,2,20141101030000
815,"Institute of Forestry, Nanchang",,28.731518,115.82478,95,54,10,5,4,9,18,15,1018,79,2,20141101030000
816,"Jingdong town government, Nanchang",,28.680659,115.972736,153,53,8,8,11,8,18,15,1018,79,2,20141101030000
817,"Contruction Industry College, Nanchang",,28.684018,115.865891,74,25,10,15,6,11,18,15,1018,79,2,20141101030000
818,"Xianghu, Nanchang",,28.637831,115.9033,-,-,-,-,-,-,-,-,0,-,-,20141101030000
819,"Martial Arts School, Nanchang",,28.794538,115.752876,122,61,11,8,6,11,18,15,1018,79,2,20141101030000
820,"Petrifaction Company, Nanchang",,28.608634,115.912999,157,55,8,12,12,10,18,15,1018,79,2,20141101030000
821,"Provincial Station, Nanchang",,28.677155,115.941896,134,60,9,11,8,10,18,15,1018,79,2,20141101030000
822,Nanchang,,28.679883,115.863022,122,61,11,8,6,15,18,15,1018,79,2,20141101030000
939,Sanya,,18.251142,109.515993,42,34,19,4,1,5,30,22,1013,62,4,20141101030000
823,"Lushan Mountain Observatory, Jiujiang",,29.5751,115.998926,38,12,29,2,1,4,10,10,1021,100,5,20141101030000
824,"Shili, Jiujiang",,29.668119,115.992381,155,65,5,13,6,6,10,10,1021,100,5,20141101030000
825,"Maoshantou, Jiujiang",,29.700819,115.967192,124,58,4,17,6,7,10,10,1021,100,5,20141101030000
826,"Xiyuan, Jiujiang",,29.723929,115.998206,127,58,5,12,7,5,10,10,1021,100,5,20141101030000
827,"Wuqierling Factory, Jiujiang",,29.640802,116.022713,117,60,10,3,14,10,10,10,1021,100,5,20141101030000
828,"Water Scientific Research Institute, Jiujiang",,29.679179,116.068081,149,59,5,7,6,5,10,10,1021,100,5,20141101030000
829,"Zonghe Industrial Park, Jiujiang",,29.592047,115.916335,109,50,5,7,8,6,10,10,1021,100,5,20141101030000
830,"Petrochemical General Plant, Jiujiang",,29.738832,116.09463,142,66,6,6,7,4,10,10,1021,100,5,20141101030000
831,Jiujiang,,29.70254,116.007025,155,66,10,17,14,10,10,10,1021,100,5,20141101030000
1332,"Feiyu, Xinyu",,27.844697,115.000136,99,53,6,8,19,,17,,1018,97,3,20141101030000
1333,"Beigang, Xinyu",,27.932491,115.103767,107,61,7,10,22,,17,,1018,97,3,20141101030000
1334,"No.2 water factory, Xinyu",,27.839577,114.933915,112,66,3,10,5,,17,,1018,97,3,20141101030000
1335,"Bureau of Meteorology, Xinyu",,27.81048,114.936507,102,64,5,14,19,,17,,1018,97,3,20141101030000
1336,Xinyu,,27.814351,114.922194,112,66,7,15,22,,17,,1018,97,3,20141101030000
832,"Tobacco Factory, Zhengzhou",,34.753419,113.687131,124,64,11,17,28,22,17,5,1022,45,7,20141101030000
833,"Textile Machinery Factory, Zhengzhou",,34.773366,113.647067,132,79,7,18,34,25,17,5,1022,45,7,20141101030000
834,"Banking College, Zhengzhou",,34.800856,113.681126,132,56,3,14,28,13,17,5,1022,45,7,20141101030000
835,"Water Supply Company, Zhengzhou",,34.807188,113.571089,117,51,6,17,43,11,17,5,1022,45,7,20141101030000
836,"Economic Development Zone Management Committee, Zhengzhou",,34.717652,113.733182,144,67,5,10,33,14,17,5,1022,45,7,20141101030000
837,"No. 47 middle school, Zhengzhou",,34.772211,113.74009,129,51,5,18,24,14,17,5,1022,45,7,20141101030000
838,"City Monitoring Station, Zhengzhou",,34.748404,113.60514,153,63,9,24,31,28,17,5,1022,45,7,20141101030000
839,"Henan Medical University, Zhengzhou",,34.752637,113.641658,149,76,17,22,38,22,17,5,1022,45,7,20141101030000
840,"Gangli Reservoir, Zhengzhou",,34.952652,113.64248,142,50,5,16,30,16,17,5,1022,45,7,20141101030000
841,Zhengzhou,,34.745417,113.631415,149,76,17,22,38,22,-,-,0,-,-,20141101030000
842,"Henan University No.1 Hospital, Kaifeng",,34.799302,114.352706,153,73,3,15,13,14,17,6,1021,48,5,20141101030000
843,"Maternity And Child Hospital, Kaifeng",,34.795803,114.386103,163,82,4,26,15,17,17,6,1021,48,5,20141101030000
844,"Cancer Hospital, Kaifeng",,34.775428,114.350292,160,84,4,17,31,16,17,6,1021,48,5,20141101030000
